,author_id,created_date,name,date,time,latitude,longitude,average_noise_level,average_light_intensity,wind_direction,wind_speed,cloud_cover,cloud_type,cloud_photo_id,visibility,traffic_count,temperature,humidity,collecting_photo_id,note_of_anomaly,air_pollution
108,0,2020-11-04T13:04:11.725Z,Doménica Ronceros,04/11/2020,08:00:00,-12.124376,-77.035883,54,4740,NW,1,8,Stratus,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=3b8637d0-1e9e-11eb-a66a-fd4de1d0a55e_1604495277.jpg,2,8,17,83,,,
109,0,2020-11-03T14:52:47.346Z,Denise,02/11/2020,15:30:00,-12.11646,-77.03454,44,4267,NE,3,0,Cirrus,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=3cb95520-1de4-11eb-a77d-297e3de73170_1604428390.jpg,1,9,22,59,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=3cb95520-1de4-11eb-a77d-297e3de73170_1604428408.jpg,,6
110,0,2020-11-03T14:52:21.274Z,Eileen Manning,30/10/2020,15:30:00,-12.110744,-77.034911,53,42311,W,3,4,Stratus and cirrus,,2,3,20,59,,,2
111,0,2020-11-03T14:18:49.629Z,Eileen Manning,02/11/2020,08:00:00,-12.110639,-77.034813,49,123472,W,2,8,Stratus,,2,1,19,67,,,
112,0,2020-11-03T14:12:37.839Z,Eileen Manning,30/10/2020,08:00:00,-12.110737,-77.034892,49,145432,W,2,8,Stratus,,2,1,19,68,,,
113,0,2020-11-03T14:03:12.001Z,Denise,02/11/2020,08:00:00,-12.11646,-77.03454,43,2290,NE,3,8,Stratus,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=4f47b710-1ddd-11eb-9b83-03260c24afb8_1604412361.jpg,2,9,18,79,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=4f47b710-1ddd-11eb-9b83-03260c24afb8_1604412439.jpg,,
114,0,2020-11-03T13:45:56.139Z,Denise,30/10/2020,08:00:00,-12.11646,-77.03454,43,4234,N,4,1,Cirrus/cirrostratus,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=e5dbb7b0-1dda-11eb-89bf-d741c096ed6e_1604411458.jpg,2,7,21,68,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=e5dbb7b0-1dda-11eb-89bf-d741c096ed6e_1604411609.jpg,,
115,0,2020-11-03T13:42:59.203Z,Eileen Manning,28/10/2020,08:00:00,-12.110744,-77.035002,51,133242,SE,2,8,Stratus,,2,2,19,68,,,
116,0,2020-11-03T13:00:40.166Z,Martina Bustamante,02/11/2020,07:58:00,-12.105047,-77.040368,57,43163,SW,3,8,Nimbostratus,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=0d52992a-6648-4303-8867-690e37bb2ad5_1604408345.jpg,1,31,17,77,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=0d52992a-6648-4303-8867-690e37bb2ad5_1604408374.jpg,Average noise level: very loud truck passed by. Air pollution: paper fell off the wall,1
117,0,2020-11-03T03:38:37.729Z,Isabela de la Peña,30/10/2020,08:00:00,-12.104162,-77.052231,35,7645,NE,4,3,stratus,,3,4,16,78,,,6
118,0,2020-11-03T03:33:49.539Z,Isabela de la Peña,30/10/2020,15:30:00,-12.104176,-77.052174,38,7843,NE,4,3,altostratus,,2,14,20,82,,,4
119,0,2020-11-03T03:28:47.939Z,Isabela de la Peña,28/10/2020,15:30:00,-12.104153,-77.052196,45,7895,E,4,4,stratus,,2,12,19,78,,,8
120,0,2020-11-03T03:25:48.610Z,Isabela de la Peña,28/10/2020,08:00:00,-12.104176,-77.052174,26,6380,NE,5,3,strarus,,2,6,17,78,,,6
121,0,2020-11-02T22:08:55.588Z,Macarena valdivia,02/11/2020,15:38:00,-12.103331,-77.039396,59,2303,NW,3,8,Stratus,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=0bd76e16-d412-4903-a078-f22a596d51ff_1604354874.jpg,2,20,18,78,,,4
122,0,2020-11-02T21:35:23.970Z,Rafaela Cilloniz,02/11/2020,15:30:00,-12.112834,-77.042939,51,7451,S,1,1,Altostratus,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=8643e0e3-3857-49b2-ae37-c788c1abfe9f_1604352865.jpg,1,12,10,77,,,2
123,0,2020-11-02T21:28:42.701Z,Francesca Ventura,02/11/2020,15:34:00,-12.099268,-77.045183,51,4357,SW,5,4,altocumulus,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=619b17d0-1d52-11eb-9538-c5ec76d5ea0a_1604352933.jpg,2,97,25,57,,,12
124,0,2020-11-02T21:27:59.178Z,Andrea Parró,02/11/2020,13:30:00,-12.103536,-77.038302,59,3018,SE,2,5,altostratus,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=47a9db90-1d52-11eb-b47e-c90f4eb4798d_1604353300.jpg,2,3,20,69,,,3
125,0,2020-11-02T21:17:55.037Z,Maria Eugenia Reiser,02/11/2020,04:00:00,-12.962478,-76.140876,46,2066,SE,4,4,cumulus,,1,0,19,76,,,2
126,0,2020-11-02T20:52:39.368Z,Doménica Ronceros,02/11/2020,15:30:00,-12.124376,-77.035883,54,12687,NW,1,0,Stratus,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=5828ac80-1d4d-11eb-b22f-43c5db70704c_1604350467.jpg,1,13,20,69,,,6
127,0,2020-11-02T20:39:18.010Z,Mikaela Tannert,02/11/2020,15:35:00,-12.096642,-76.783025,58,12197,SW,4,0,None,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=2934f5f8-b557-4422-9268-8da5f9929d40_1604349413.jpg,2,25,22,81,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=2934f5f8-b557-4422-9268-8da5f9929d40_1604349549.jpg,,0
128,0,2020-11-02T20:36:53.154Z,Amalia Bedoya,02/11/2020,15:35:00,-12.108363,-77.031758,70,6600,E,1,1,Stratus,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=34c2cb28-463d-4c4a-9fa0-4334a25586b4_1604349378.jpg,1,5,21,65,,,8
129,0,2020-11-02T20:20:06.908Z,Denise,28/10/2020,15:30:00,-12.11646,-77.03454,46,6895,N,4,5,Cumulus,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=cc66c4b0-1d48-11eb-89bf-d741c096ed6e_1604348880.jpg,2,16,22,63,,,4
130,0,2020-11-02T20:20:06.894Z,Natalia Davila ,02/11/2020,15:30:00,-12.115275,-77.038535,49,3552,W,2,1,Cirrus,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=cc64c8e0-1d48-11eb-913e-4dfde6fd5547_1604349186.jpg,1,11,20,61,,There is people moving into my building,34
131,0,2020-11-02T19:59:45.881Z,Denise,28/10/2020,08:00:00,-12.11646,-77.03454,44,2512,N,3,3,Cumulus/Cirrus,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=f49cd580-1d45-11eb-89bf-d741c096ed6e_1604347751.jpg,2,7,20,73,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=f49cd580-1d45-11eb-89bf-d741c096ed6e_1604347821.jpg,,
132,0,2020-11-02T19:46:11.122Z,Denise,26/10/2020,08:00:00,-12.11646,-77.03454,49,2325,NW,3,8,stratus,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=0efaa120-1d44-11eb-962a-f37c62124540_1604346535.jpg,3,11,18,80,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=0efaa120-1d44-11eb-962a-f37c62124540_1604346592.jpg,,
133,0,2020-11-02T19:41:52.653Z,Denise,23/10/2020,15:30:00,-12.11646,-77.03454,45,7857,N,3,2,Cirrus,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=74eb63d0-1d43-11eb-962a-f37c62124540_1604346236.jpg,2,15,23,60,,,9
134,0,2020-11-02T19:23:53.530Z,Denise,23/10/2020,08:00:00,-12.11646,-77.03454,45,2879,NE,3,8,stratus,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=f1b649a0-1d40-11eb-9128-63473302514d_1604345390.jpg,3,10,20,77,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=f1b649a0-1d40-11eb-9128-63473302514d_1604345514.jpg,,
135,0,2020-11-02T17:55:57.830Z,Francesca Ventura,02/11/2020,08:00:00,-12.099268,-77.045183,53,1043,SW,3,8,stratus,,3,75,18,71,,,
136,0,2020-11-02T16:18:57.977Z,Bianca Nolte,02/11/2020,08:00:00,-12.103219,-77.043356,56,2554,calm,1,8,Nimbostratus,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=1c3f4290-1d27-11eb-a67b-077340e1d2aa_1604334053.jpg,2,1,17,86,,,
137,0,2020-11-02T16:14:07.747Z,Bianca Nolte,30/10/2020,08:00:00,-12.103219,-77.043356,56,2673,N,2,8,Nimbostratus,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=6f41ad30-1d26-11eb-ac80-b1c1ff2a910b_1604333763.jpg,4,1,16,84,,,
138,0,2020-11-02T16:10:17.230Z,Bianca Nolte,28/10/2020,08:00:00,-12.103219,-77.043356,48,7014,calm,1,7,Nimbostratus,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=e5db92e0-1d25-11eb-ac80-b1c1ff2a910b_1604333611.jpg,2,3,17,81,,,
139,0,2020-11-02T16:04:51.855Z,Bianca Nolte,26/10/2020,08:00:00,-12.103219,-77.043356,52,3948,calm,1,8,Nimbostratus,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=23eb49f0-1d25-11eb-ac80-b1c1ff2a910b_1604333313.jpg,3,2,18,76,,,
140,0,2020-11-02T14:54:44.249Z,Lucianna Bedoya,02/11/2020,08:05:00,-12.097029,-77.04689,56,1821,NE,1,8,stratus,,3,17,17,79,,,
141,0,2020-11-02T14:51:58.289Z,Lucianna Bedoya,30/10/2020,15:30:00,-12.097029,-77.04689,58,2132,calm,1,8,stratus,,3,28,17,67,,,4
142,0,2020-11-02T14:32:18.708Z,Denise,21/10/2020,15:30:00,-12.11646,-77.03454,46,7498,N,3,2,Cirrus,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=35fc2630-1d18-11eb-98a5-9f2d182b89d8_1604327849.jpg,2,14,22,65,,,6
143,0,2020-11-02T14:22:52.275Z,Denise,19/10/2020,15:30:00,-12.11646,-77.03454,44,5765,N,3,2,Cirrus,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=e45d7c30-1d16-11eb-98a5-9f2d182b89d8_1604327450.jpg,2,13,22,62,,,8
144,0,2020-11-02T14:10:40.631Z,Vania Verastegui,02/11/2020,08:00:00,-12.105127,-77.035376,39,3626,calm,1,8,Stratus,,3,0,18,79,,,
145,0,2020-11-02T13:53:42.498Z,Marina bragagnini,02/11/2020,08:00:00,-11.97574,-76.769871,52,29141,E,1,4,cirrostratus ,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=d16ab420-1d12-11eb-a3a6-6dff9860c58a_1604325534.jpg,4,3,18,75,,,
146,0,2020-11-02T13:33:33.296Z,Andrea Parró,02/11/2020,08:00:00,-12.102952,-77.03815,57,4328,E,4,8,stratus,,3,2,17,75,,There was light drizzle,
147,0,2020-11-02T13:26:44.622Z,Macarena Valdivia,02/11/2020,08:20:00,-12.103398,-77.039405,65,2643,calm,1,8,Stratus,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=f36e63a4-5295-48c3-ba8b-819dd046bf24_1604323409.jpg,2,13,15,75,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=f36e63a4-5295-48c3-ba8b-819dd046bf24_1604323535.jpg,,
148,0,2020-11-02T13:26:26.761Z,Marina Bragagnini,30/10/2020,08:15:00,-13.855053,-76.250497,62,2973,E,1,1,cirrus,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=02710b90-1d0f-11eb-a3a6-6dff9860c58a_1604325132.jpg,2,1,20,68,,,
149,0,2020-11-02T13:22:52.843Z,Maria Fe Yzaga,02/11/2020,08:30:00,-12.07728,-76.962895,54,9973,NE,1,8,nimbostratus,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=82efbfb0-1d0e-11eb-bd78-e96293573114_1604323763.jpg,3,37,23,64,,,
150,0,2020-11-02T13:20:45.576Z,Maria Fe Yzaga,30/10/2020,15:20:00,-12.077295,-76.962912,67,15634,SE,3,1,cirrus,,2,46,20,62,,construction sound,9
151,0,2020-11-02T13:18:15.897Z,Mikaela Tannert,02/11/2020,08:07:00,-12.096731,-76.783081,41,6292,calm,0,8,Stratus,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=b6a559a2-0f76-41b6-a8a0-341584bc0211_1604323071.jpg,2,19,17,98,,,
152,0,2020-11-02T13:17:42.675Z,almudena Urrutia,02/11/2020,08:15:00,-12.992324,-76.156543,45,2654,N,2,8,stratus,,3,0,17,43,,,
153,0,2020-11-02T13:16:31.223Z,Maria Fe Yzaga,30/10/2020,08:20:00,-12.077229,-76.962873,59,12678,S,2,0,cirrus,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=9f792870-1d0d-11eb-bd78-e96293573114_1604323168.jpg,1,52,22,59,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=9f792870-1d0d-11eb-bd78-e96293573114_1604323213.jpg,,
154,0,2020-11-02T13:13:35.234Z,Kiara Chang,02/11/2020,08:14:00,-12.090299,-76.999116,42,1100,calm,0,8,stratus,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=36935e20-1d0d-11eb-97dd-f7557a8b4415_1604322980.jpg,1,2,18,78,,,
155,0,2020-11-02T13:12:09.757Z,Maria Eugenia Reiser,02/11/2020,08:14:00,-12.962478,-76.140876,42,13980,N,2,8,stratus,,1,0,17,78,,,
156,0,2020-11-02T13:10:10.694Z,Doménica Ronceros,02/11/2020,08:00:00,-12.124376,-77.035883,45,4080,NW,2,8,Stratus,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=bca8e350-1d0c-11eb-8398-4b9c713b7342_1604322936.jpg,2,8,18,82,,,
157,0,2020-11-02T13:08:20.474Z,Rafaela Cilloniz,02/11/2020,08:00:00,-12.11297,-77.042674,49,2068,S,0,8,Nimbostratus,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=b1a2f93a-faba-4d07-808c-3744dc99532a_1604322458.jpg,1,11,9,91,,,
158,0,2020-11-02T13:07:55.935Z,Annia Buchanan,02/11/2020,07:58:00,-12.082787,-76.962409,58,320,NW,1,1,Stratus,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=6c5672f0-1d0c-11eb-90ee-0389186a2037_1604322647.jpg,2,38,17,87,,there was a construction nearby,
159,0,2020-11-02T13:07:38.140Z,Amalia Bedoya,02/11/2020,08:06:00,-12.108301,-77.031799,76,1600,E,2,8,Stratus,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=b6025f0c-1c1b-47e2-a89c-7c5342a2759a_1604322427.jpg,4,5,16,89,,,
160,0,2020-11-02T13:02:03.022Z,Natalia Davila,02/11/2020,08:00:00,-12.115276,-77.038534,40,1212,W,1,8,Stratus,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=99fc32e0-1d0b-11eb-9a55-650e3ae5bb2c_1604322319.jpg,2,3,16,85,,,
161,0,2020-10-31T06:16:45.199Z,Martina Bustamante,30/10/2020,07:55:00,-12.105312,-77.039635,52,110348,W,2,8,Nimbostratus,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=ce4cb212-ea76-49c7-bd3f-ea8339ecb543_1604124944.jpg,2,33,16,78,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=ce4cb212-ea76-49c7-bd3f-ea8339ecb543_1604124989.jpg,,3
162,0,2020-10-31T00:14:45.695Z,Natalia Davila,30/10/2020,15:30:00,-12.115286,-77.038531,58,1987,W,1,8,Stratus,,2,4,18,84,,,10
163,0,2020-10-30T21:10:32.639Z,Kiara Chang,30/10/2020,16:00:00,-12.090299,-76.999116,49,2300,calm,0,8,stratus,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=58a394f0-1af4-11eb-9370-77adafeb15cb_1604092347.jpg,1,7,20,64,,,6
164,0,2020-10-30T21:07:43.766Z,Vania Verastegui,30/10/2020,15:30:00,-12.104963,-77.035382,39,4568,N,4,8,Stratus,,3,1,19,73,,,3
165,0,2020-10-30T21:03:30.662Z,Annia Buchanan,30/10/2020,15:25:00,-12.082763,-76.96235,55,791,NW,4,0,there were no clouds,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=5d1ed950-1af3-11eb-b126-8d2992a317f2_1604092009.jpg,1,57,21,59,,,4
166,0,2020-10-30T21:00:24.509Z,Macarena valdivia,30/10/2020,15:42:00,-12.103379,-77.039427,62,5045,E,2,8,Stratus,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=83dd36d1-c1f3-472a-b9d2-00cbf5f2e73c_1604091534.jpg,2,21,17,78,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=83dd36d1-c1f3-472a-b9d2-00cbf5f2e73c_1604091603.jpg,,3
167,0,2020-10-30T20:53:01.612Z,Rafaela Cilloniz,30/10/2020,15:30:00,-12.112976,-77.042687,52,1703,SW,1,8,nimbostratus,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=024dc1cc-3140-4c64-a675-d2cb9bd4e4c7_1604091132.jpg,1,19,12,73,,,6
168,0,2020-10-30T20:43:56.492Z,Doménica Ronceros,30/10/2020,15:30:00,-12.124376,-77.035883,57,5407,NW,2,8,Stratus,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=a142e0c0-1af0-11eb-a354-4f1ebfbf6226_1604092113.jpg,1,8,18,67,,,7
169,0,2020-10-30T20:38:28.215Z,Andrea Parró,30/10/2020,15:30:00,-12.103536,-77.038302,55,6218,NE,3,8,Stratus,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=c2e7ed9d-f167-4923-867d-494af5147931_1604090273.jpg,3,4,18,69,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=c2e7ed9d-f167-4923-867d-494af5147931_1604090298.jpg,,2
170,0,2020-10-30T20:35:13.202Z,Lucila Montagne,30/10/2020,15:30:00,-12.100588,-77.035695,46,42888,NE,2,8,stratus,,2,17,18,80,,,3
171,0,2020-10-30T20:33:29.242Z,Lucila Montagne,30/10/2020,08:00:00,-12.100588,-77.035695,46,35466,NE,1,8,stratus,,2,3,17,95,,,
172,0,2020-10-30T20:31:03.325Z,Amalia Bedoya,30/10/2020,15:29:00,-12.107733,-77.031079,78,3000,E,2,8,Stratus,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=834f6d01-95a9-43a6-a71a-9978f339c81b_1604089788.jpg,3,4,17,85,,,12
173,0,2020-10-30T17:24:08.386Z,Annia Buchanan,30/10/2020,07:57:00,-12.082787,-76.962381,51,387,NW,3,0,there were no clouds,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=b7cb1220-1ad4-11eb-b126-8d2992a317f2_1604078798.jpg,2,38,18,85,,,
174,0,2020-10-30T16:18:15.767Z,Macarena valdivia,30/10/2020,08:09:00,-12.10206,-77.038732,55,6016,N,3,8,Stratus,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=2e0b2f9b-c9ec-4dbe-a36e-07ec353c3a24_1604074324.jpg,4,15,18,74,,,
175,0,2020-10-30T16:13:43.836Z,Andrea Parró,30/10/2020,08:00:00,-12.102963,-77.038128,55,5044,E,4,8,Stratus,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=6d641cf9-3f33-4b9c-99a5-ccf55cfe6021_1604074348.jpg,4,2,18,71,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=6d641cf9-3f33-4b9c-99a5-ccf55cfe6021_1604074418.jpg,,
176,0,2020-10-30T13:51:08.955Z,Macarena valdivia,28/10/2020,15:30:00,-12.101732,-77.039483,59,2700,SE,2,6,Stratocumulus,,2,16,21,70,,,3
177,0,2020-10-30T13:40:11.614Z,Amalia Bedoya,30/10/2020,08:39:00,-12.108421,-77.03194,78,2400,SE,1,8,Stratus,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=ab305eb4-938b-4a8c-8dfc-91e457170bc3_1604065176.jpg,4,5,16,91,,Construction,
178,0,2020-10-30T13:36:21.447Z,Almudena Urrutia,30/10/2020,08:25:00,-12.14285,-77.024991,52,3742,NW,1,6,stratus,,3,15,17,80,,,
179,0,2020-10-30T13:23:55.348Z,Kiara Chang,30/10/2020,08:24:00,-12.090299,-76.999116,44,2500,NE,1,5,altostratus,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=28f40140-1ab3-11eb-a6a2-79cc10e4109f_1604064363.jpg,1,5,20,72,,,
180,0,2020-10-30T13:19:44.315Z,Francesca Ventura,30/10/2020,08:00:00,-12.099268,-77.045183,51,1682,SW,3,8,fog,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=935341a0-1ab2-11eb-a844-b936b1921cf8_1604064233.jpg,4,64,19,69,,,
181,0,2020-10-30T13:13:05.919Z,Lucianna Bedoya,30/10/2020,08:05:00,-12.097024,-77.046898,52,4623,E,1,8,stratus,,4,13,16,77,,,
182,0,2020-10-30T13:11:30.330Z,Lucianna Bedoya,28/10/2020,15:30:00,-12.097069,-77.046906,55,3145,E,1,1,cumulus,,1,33,17,64,,,4
183,0,2020-10-30T13:09:30.927Z,Rafaela Cilloniz,30/10/2020,08:00:00,-12.11304,-77.042593,49,1776,S,0,8,Nimbostratus,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=15956911-2ef0-4b4f-9fd7-f5b66e4c3446_1604063298.jpg,2,13,8,92,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=15956911-2ef0-4b4f-9fd7-f5b66e4c3446_1604063365.jpg,,
184,0,2020-10-30T13:08:10.698Z,Doménica Ronceros,30/10/2020,08:00:00,-12.124376,-77.035883,48,14583,NW,3,8,Stratus,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=f5e5daa0-1ab0-11eb-a3a4-d5263e864d86_1604063495.jpg,3,6,18,81,,,
185,0,2020-10-30T12:59:59.574Z,Vania Verastegui,30/10/2020,08:00:00,-12.104902,-77.035455,42,5901,NW,1,8,Stratus,,3,0,18,82,,,
186,0,2020-10-30T12:54:33.004Z,Natalia Davila,30/10/2020,08:00:00,-12.115297,-77.038535,53,1210,W,1,8,Stratus,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=0e83a6c0-1aaf-11eb-b889-7b7b7359d0f0_1604062678.jpg,2,7,16,87,,,
187,0,2020-10-29T03:45:23.137Z,Lucila Montagne,28/10/2020,15:30:00,-12.100588,-77.035695,46,36621,NE,1,3,cumulostratus,,1,10,21,59,,,2
188,0,2020-10-29T03:43:14.791Z,Lucila Montagne,28/10/2020,08:00:00,-12.100588,-77.035695,46,48931,NE,2,8,stratus,,1,6,18,85,,,
189,0,2020-10-29T03:41:05.368Z,Lucila Montagne,26/10/2020,15:30:00,-12.100588,-77.035695,46,40291,NE,1,2,stratus,,1,12,22,55,,,2
190,0,2020-10-29T03:39:01.714Z,Lucila Montagne,26/10/2020,08:00:00,-12.100588,-77.035695,47,35396,NE,1,8,stratus,,2,2,17,92,,,
191,0,2020-10-28T22:46:49.403Z,Martina Bustamante,28/10/2020,07:55:00,-12.105294,-77.039558,54,275044,SW,1,8,Nimbostratus,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=495cc72e-ddb9-4eea-bf91-bcf51ffafe47_1603925166.jpg,1,29,17,77,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=495cc72e-ddb9-4eea-bf91-bcf51ffafe47_1603925200.jpg,,1
192,0,2020-10-28T22:21:51.142Z,Andrea Parró,28/10/2020,15:30:00,-12.103848,-77.038197,64,3878,E,3,5,altocumulus,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=e1baaa79-b771-4b3b-b0d1-8494d975b216_1603923587.jpg,2,8,19,67,,,3
193,0,2020-10-28T21:06:00.455Z,Doménica Ronceros,28/10/2020,15:30:00,-12.124376,-77.035883,52,17145,NW,2,7,Stratus,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=61941970-1961-11eb-91ee-65e39eaf00f6_1603919439.jpg,2,23,20,65,,,7
194,0,2020-10-28T21:04:30.270Z,Natalia Davila ,28/10/2020,16:00:00,-12.115283,-77.038537,40,1932,W,1,8,stratus,,2,7,19,67,,,9
195,0,2020-10-28T21:04:15.168Z,Francesca Ventura,28/10/2020,15:30:00,-12.099268,-77.045183,52,1821,SW,6,6,stratocumulus,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=22d29400-1961-11eb-ba50-255661489399_1603919383.jpg,2,96,24,56,,,17
196,0,2020-10-28T20:58:05.403Z,Vania Verastegui,28/10/2020,15:30:00,-12.104979,-77.035319,45,8424,E,2,4,Cirrostratus,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=dd66ac07-62ca-42a9-802b-4e7ea4d94046_1603918656.jpg,2,1,22,58,,,2
197,0,2020-10-28T20:51:36.170Z,Kiara Chang,28/10/2020,15:39:00,-12.090299,-76.999116,66,13000,NE,2,1,Contrails,https://five.epicollect.net/api/media/san-silvestre-geography-ia-2020?type=photo&format=entry_original&name=5e6caca0-195f-11eb-901e-0f6c50af5116_1603918555.jpg,1,8,22,56,,,3
